식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),,,,,,,,,,,,,,,,,,,,,,,
버거_데리버거,100g,266,,8.96,,,,7.46,,,,,,458,,,,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,
버거_딥치즈 버거,100g,215,,14.95,10.07,,16.01,4.27,,,,,,425,,,,,,,,,33.1,3.56,0.18,,,,,,,,,,,,,,,,,,,,,,,
버거_롱치킨 버거,100g,272,,11.9,,,,2.71,,,,,,524,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,
버거_리아미라클 버거,100g,270,,9,,,,6.64,,,,,,403,,,,,,,,,,4.83,,,,,,,,,,,,,,,,,,,,,,,,
버거_맥치킨 버거,100g,254,,10.19,13.59,,23.3,3.4,,,,,,526,,,,,,,,,20.39,1.46,0,,,,,,,,,,,,,,,,,,,,,,,
버거_맥치킨모짜렐라 버거,100g,254,,10.58,12.29,,25.94,6.14,,,,,,595,,,,,,,,,18.43,2.39,0,,,,,,,,,,,,,,,,,,,,,,,
버거_메가바이트 버거,100g,304,,8.8,20.37,,21.76,3.24,,,,,,458,,,,,,,,,32.41,3.24,0.14,,,,,,,,,,,,,,,,,,,,,,,
버거_모짜렐라인더 버거 베이컨,100g,324,,13.57,,,,2.26,,,,,,414,,,,,,,,,,8.46,,,,,,,,,,,,,,,,,,,,,,,,
버거_몬스터와퍼 버거,100g,253,,12.47,,,,4.05,,,,,,451,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,
버거_미트마니아 버거,100g,246,,12.13,15.74,,13.77,2.95,,,,,,589,,,,,,,,,40.98,4.26,0.2,,,,,,,,,,,,,,,,,,,,,,,
버거_바비큐 버거,100g,220,,9.31,,,,5.39,,,,,,364,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,
버거_바비큐킹치킨 버거,100g,278,,11.31,,,,2.26,,,,,,465,,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,
버거_베이컨더블치즈 버거,100g,244,,13.97,,,,1.27,,,,,,441,,,,,,,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,,
버거_베이컨치즈 버거 (L),100g,266,,12.2,,,,6.48,,,,,,453,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
버거_베이컨치즈 버거 (R),100g,220,,10.91,,,,4.41,,,,,,532,,,,,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,
버거_베이컨치즈와퍼 버거,100g,248,,11.75,,,,2.38,,,,,,434,,,,,,,,,,6.03,,,,,,,,,,,,,,,,,,,,,,,,
버거_베이컨토마토디럭스 버거,100g,231,,11.74,11.34,,21.86,5.67,,,,,,378,,,,,,,,,25.1,4.45,0.4,,,,,,,,,,,,,,,,,,,,,,,
버거_불고기 4DX 버거,100g,225,,11.56,,,,4,,,,,,407,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,
버거_NBB 어메이징 버거,100g,257,,11.35,17.73,,13.12,3.19,,,,,,508,,,,,,,,,47.52,5.32,0.18,,,,,,,,,,,,,,,,,,,,,,,
버거_NBB 오리지널 버거,100g,232,,8.99,13.76,,18.52,4.23,,,,,,340,,,,,,,,,23.28,3.17,0.16,,,,,,,,,,,,,,,,,,,,,,,
버거_간장마늘싸이 버거,100g,248,,11.34,,,,6.72,,,,,,561,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,
버거_그릴드불고기 버거,100g,260,,9.76,14.02,,23.78,7.32,,,,,,426,,,,,,,,,23.78,3.05,0.18,,,,,,,,,,,,,,,,,,,,,,,
버거_기네스머쉬룸와퍼 버거,100g,237,,11.46,,,,4.24,,,,,,350,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,
버거_기네스와퍼 버거,100g,266,,12.29,,,,4.06,,,,,,389,,,,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,
버거_기네스콰트로치 와퍼 버거,100g,270,,12.77,,,,4.22,,,,,,432,,,,,,,,,,6.53,,,,,,,,,,,,,,,,,,,,,,,,
버거_내슈빌핫치킨 버거,100g,251,,11.24,,,,5.62,,,,,,598,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,
버거_뉴욕 버거,100g,234,,11.45,,,,4.85,,,,,,350,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,
버거_다이어트싱글 버거,100g,110,,6.5,,,,2.03,,,,,,332,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블X2 버거,100g,320,,10.96,,,,3.07,,,,,,487,,,,,,,,,,10.92,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블불고기 버거,100g,268,,10.97,16.03,,20.25,6.33,,,,,,421,,,,,,,,,17.72,5.49,0,,,,,,,,,,,,,,,,,,,,,,,
버거_더블빅맥 버거,100g,275,,14.73,,,,2.4,,,,,,369,,,,,,,,,,5.82,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블스테이크 버거,100g,205,,11.57,,,,3.73,,,,,,393,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블와퍼 버거,100g,234,,12.5,,,,2.92,,,,,,333,,,,,,,,,,5.56,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블치즈 버거 (L),100g,300,,17.05,,,,3.79,,,,,,486,,,,,,,,,,8.26,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블치즈 버거 (R),100g,252,,15.3,,,,2.08,,,,,,348,,,,,,,,,,6.27,,,,,,,,,,,,,,,,,,,,,,,,
버거_더블치즈 버거,100g,287,,16.17,14.97,,23.35,4.79,,,,,,537,,,,,,,,,35.93,7.19,0.6,,,,,,,,,,,,,,,,,,,,,,,
버거_더블쿼터파운더치즈 버거,100g,280,,18.18,16.36,,15.64,3.64,,,,,,419,,,,,,,,,39.64,7.27,0.73,,,,,,,,,,,,,,,,,,,,,,,
바게트_프렌치마늘바게뜨,100g,323,,6.83,11.8,,45.96,10.56,,,,,,441,,,,,,,,,21.74,4.97,0.31,,,,,,,,,,,,,,,,,,,,,,,
바게트_프렌치바게뜨,100g,252,,8.87,1.25,,50.4,0.4,,,,,,536,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_피자바게트,100g,213,,10,,,,3,,,,,,412,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,
바게트_피자 바게트,100g,297,,7.5,,,,4.38,,,,,,194,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,
바게트_허니바게트볼,100g,370,,7.03,,,,9.38,,,,,,470,,,,,,,,,,3.44,,,,,,,,,,,,,,,,,,,,,,,,
바게트_허니버터 바게트볼,100g,66,,1.25,,,,2.29,,,,,,98,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
바게트_NEW 모닝바게뜨,100g,258,,8.95,1.21,,51.58,0,,,,,,537,,,,,,,,,0,0.16,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_NEW마늘바게뜨,100g,308,,8.3,6.79,,51.7,5.66,,,,,,532,,,,,,,,,16.98,2.64,0.13,,,,,,,,,,,,,,,,,,,,,,,
바게트_갈릭바게뜨,100g,375,,7.5,17.5,,45,7.5,,,,,,525,,,,,,,,,4.38,2,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_꿀버터 바게트,100g,363,,5.83,,,,15,,,,,,283,,,,,,,,,,10.83,,,,,,,,,,,,,,,,,,,,,,,,
바게트_달콤바삭연유바게뜨,100g,374,,6.59,17.03,,48.35,10.99,,,,,,473,,,,,,,,,10.99,8.79,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_명란바게뜨,100g,350,,7.5,17.5,,41.25,2.5,,,,,,,,,,,,,,,6.25,6.13,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_바게트_바게트볼,100g,390,,7,,,45,11,,,,,,440,,,,,,,,,0.5,12,,,,,,,,,,,,,,,,,,,,,,,,
바게트_스위트깜빠뉴,100g,264,,7.2,8.4,,39.8,5.8,,,,,,256,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,
바게트_쌀모닝 바게트 (2개입),100g,327,,8.91,,,,4.95,,,,,,455,,,,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,
바게트_정통바게뜨,100g,255,,9,1.2,,51,0,,,,,,560,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_콘에그바게뜨,100g,265,,8.14,15.7,,22.67,2.91,,,,,,483,,,,,,,,,72.67,2.91,0,,,,,,,,,,,,,,,,,,,,,,,
버거_1955 버거,100g,217,,10.98,11.36,,18.18,5.68,,,,,,352,,,,,,,,,22.35,3.79,0.38,,,,,,,,,,,,,,,,,,,,,,,
버거_NBB 시그니처 버거,100g,249,,9.86,15.49,,17.37,4.23,,,,,,534,,,,,,,,,37.56,4.23,0.19,,,,,,,,,,,,,,,,,,,,,,,
바게트_마늘빵 (5개입),100g,350,,7.14,,,,4.29,,,,,,471,,,,,,,,,,6.57,,,,,,,,,,,,,,,,,,,,,,,,
바게트_마롱깜파뉴,100g,243,,6.82,,,,8.64,,,,,,70,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,
바게트_모닝바게뜨,100g,258,,8.95,,,,0,,,,,,537,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
바게트_무화과크림 바게트,100g,405,,5.8,22.5,,44.9,14.6,,,,,,253,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,
바게트_미엘프로마쥬,100g,278,,7.76,,,,6.53,,,,,,346,,,,,,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,
바게트_반미마늘스틱,100g,405,,4.55,,,,20.45,,,,,,325,,,,,,,,,,8.86,,,,,,,,,,,,,,,,,,,,,,,,
바게트_반미바게뜨,100g,246,,5.13,,,,2.56,,,,,,295,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,
바게트_순수바게트,100g,264,,8.1,,,,0.6,,,,,,496,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
바게트_자꾸 생각나는 갈릭바게뜨,100g,444,,6.67,,,,11.11,,,,,,489,,,,,,,,,,10.89,,,,,,,,,,,,,,,,,,,,,,,,
바게트_치즈바게뜨,100g,305,,11,,,,2,,,,,,640,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,
바게트_크랜베리 로프,100g,249,,7.14,,,,9.14,,,,,,332,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,
바게트_크랜베리윌넛,100g,414,,4.76,,,,30.95,,,,,,369,,,,,,,,,,6.43,,,,,,,,,,,,,,,,,,,,,,,,
바게트_크림치즈모닝바게뜨 (H),100g,292,,9.85,6.82,,46.21,6.06,,,,,,508,,,,,,,,,15.15,3.71,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_크림치즈모닝바게뜨,100g,292,,9.85,,,,5.68,,,,,,504,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,
바게트_토마토 치즈 부기브레드,100g,247,,10,,,,0.53,,,,,,274,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,
바게트_통검정보리브레드,100g,217,,6,,,,3,,,,,,612,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
바게트_통밀깜파뉴,100g,241,,7,,,,5,,,,,,397,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,
바게트_파리의 갈릭바게뜨,100g,429,,7.5,,,,11.67,,,,,,583,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,,
바게트_파리의 바게뜨,100g,265,,9,,,,0.5,,,,,,620,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_스위트밀크롤 (6개입),100g,383,,8.33,17.42,,49.24,12.88,,,,,,288,,,,,,,,,2.65,7.58,0,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_야채모닝롤 (8입),100g,366,,11,,,,7,,,,,,497,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_연유퐁당밀크 브레드 (소),100g,436,,7.2,,,,22.4,,,,,,328,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_진한초코브레드,100g,383,,7.3,,,,19.71,,,,,,226,,,,,,,,,,10.22,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_폭신폭신우유 브레드,100g,291,,8.82,,,,9.41,,,,,,371,,,,,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_한겹한겹촉촉한밀크 브레드,100g,348,,7.81,,,,19.53,,,,,,328,,,,,,,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_혼자서도즐기는연유브레드,100g,391,,7.03,,,,14.84,,,,,,352,,,,,,,,,,10.94,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_굿모닝브리오슈,100g,345,,9.1,,,,7.2,,,,,,318,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_우유듬뿍연유브레드,100g,396,,6.95,14.44,,57.75,14.44,,,,,,417,,,,,,,,,24.06,11.76,0.43,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_우유듬뿍연유브레드 (대),100g,396,,6.79,14.64,,57.5,14.64,,,,,,414,,,,,,,,,26.79,11.79,0.39,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_초코아몬드브레드,100g,372,,8.53,14.73,,48.84,19.38,,,,,,287,,,,,,,,,15.5,7.75,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_갈릭 바게트볼,100g,327,,7.78,,,,40,,,,,,422,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,
바게트_갈릭 치즈 부기브레드,100g,369,,9.41,,,,0.47,,,,,,242,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,
바게트_달콤한 연유바게뜨,100g,373,,6.67,,,,10.67,,,,,,467,,,,,,,,,,8.67,,,,,,,,,,,,,,,,,,,,,,,,
바게트_대파 바게트볼,100g,424,,7.78,,,,12.22,,,,,,454,,,,,,,,,,12.22,,,,,,,,,,,,,,,,,,,,,,,,
바게트_마늘 바게트,100g,425,,8,,,,14.67,,,,,,619,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,
바게트_마늘모닝바게뜨,100g,324,,8.57,8.57,,51.9,4.29,,,,,,543,,,,,,,,,23.81,3.33,0,,,,,,,,,,,,,,,,,,,,,,,
바게트_마늘바게뜨,100g,330,,7,,,,9,,,,,,525,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
바게트_마늘 바게트,100g,377,,7.9,,,,9.2,,,,,,292,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
머핀_허쉬초코 머핀,100g,440,,7,23,,51,29,,,,,,530,,,,,,,,,36,6,0,,,,,,,,,,,,,,,,,,,,,,,
머핀_헤이즐넛 휘낭시에,100g,527,,6.29,,,,35.43,,,,,,97,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 로투스,100g,535,,6.98,25.58,,67.44,41.86,,,,,,323,,,,,,,,,127.91,9.3,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 소보로,100g,526,,6.98,25.58,,65.12,39.53,,,,,,267,,,,,,,,,134.88,9.3,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 소시지,100g,667,,11.63,39.53,,55.81,37.21,,,,,,,,,,,,,,,162.79,16.28,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 아몬드,100g,556,,9.3,20.93,,58.14,34.88,,,,,,256,,,,,,,,,127.91,9.3,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 약과,100g,572,,6.98,25.58,,72.09,39.53,,,,,,281,,,,,,,,,127.91,9.3,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 오레오,100g,563,,6.98,27.91,,69.77,44.19,,,,,,351,,,,,,,,,127.91,11.63,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 크림치즈,100g,509,,6.98,27.91,,55.81,34.88,,,,,,323,,,,,,,,,148.84,16.28,2.33,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 플레인,100g,447,,4.65,20.93,,53.49,34.88,,,,,,253,,,,,,,,,127.91,9.3,2.33,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_바로만든모닝빵 (10입),100g,329,,10,,,,8,,,,,,633,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_부드러운연유브레드,100g,390,,7,,,,14,,,,,,360,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_순수한맛순우유롤 (봉),100g,323,,9.24,,,,7.61,,,,,,375,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_스위트밀크롤 (1개입),100g,386,,9.09,17.27,,50,13.64,,,,,,295,,,,,,,,,0,7.27,0,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_스위트밀크롤 (2개입),100g,386,,9.09,18.18,,50,13.64,,,,,,295,,,,,,,,,0,7.27,0,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_스위트밀크롤 (3개입),100g,386,,9.09,16.67,,50,12.12,,,,,,288,,,,,,,,,0,7.27,0,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_스위트밀크롤 (4개입),100g,381,,9.09,17.05,,48.86,12.5,,,,,,284,,,,,,,,,0,6.82,0,,,,,,,,,,,,,,,,,,,,,,,
모닝빵_스위트밀크롤 (5개입),100g,382,,9.09,17.27,,49.09,12.73,,,,,,291,,,,,,,,,0,7.27,0,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코칩 머핀,100g,376,,6.36,,,,8.18,,,,,,136,,,,,,,,,,6.73,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초콜릿휘낭시에 글루텐프리,100g,575,,7.5,,,,102.5,,,,,,213,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
머핀_치즈 머핀,100g,401,,7.14,,,,10,,,,,,86,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,
머핀_치즈 머핀,100g,373,,7.27,,,,20.91,,,,,,477,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
머핀_카러멜 마들렌,100g,394,,5.6,,,,23.2,,,,,,183,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,
머핀_크림치즈 머핀,100g,393,,6.36,20.91,,45.45,24.55,,,,,,429,,,,,,,,,43.64,5.09,0,,,,,,,,,,,,,,,,,,,,,,,
머핀_플레인 머핀,100g,446,,4,,,,26,,,,,,186,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,
머핀_피낭시에,100g,385,,7.69,,,,26.92,,,,,,173,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
머핀_휘낭시에 글루텐프리,100g,575,,7.5,,,,102.5,,,,,,240,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,
머핀_게랑트쇼콜라 (L),100g,536,,4.7,29.9,,62,37.3,,,,,,481,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,
머핀_레몬 마들렌,100g,397,,5.9,22.7,,42.3,22.1,,,,,,192,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,
머핀_머핀,100g,343,,3.57,,,,19.29,,,,,,214,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,
머핀_블루베리 머핀,100g,323,,3.7,,,,21.48,,,,,,18,,,,,,,,,,5.19,,,,,,,,,,,,,,,,,,,,,,,,
머핀_얼그레이 휘낭시에,100g,527,,6.29,,,,35.43,,,,,,97,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코범벅,100g,429,,5.71,,,,34.29,,,,,,155,,,,,,,,,,11.43,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코범벅,100g,429,,6,,,,34,,,,,,155,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코칩 머핀,100g,603,,5,,,,27.5,,,,,,21,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,,
머핀_치즈 머핀,100g,336,,5.33,,,,20,,,,,,69,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,
머핀_캐러멜 마들렌,100g,394,,5.6,21.2,,45.1,23.2,,,,,,183,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_황치즈 뚱카롱,100g,486,,7,,,,29,,,,,,131,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_황치즈 마카롱,100g,553,,7.69,,,59,44.25,,,,,,377,,,,,,,,,0.63,14.06,,,,,,,,,,,,,,,,,,,,,,,,
머핀_까놀레,100g,333,,4.44,,,,8.89,,,,,,44,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,
머핀_마드렌,100g,438,,6.25,,,,18.75,,,,,,63,,,,,,,,,,16.25,,,,,,,,,,,,,,,,,,,,,,,,
머핀_마들렌,100g,465,,6,,,,32,,,,,,600,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,
머핀_블루베리 머핀,100g,394,,5.45,20.91,,45.45,26.36,,,,,,454,,,,,,,,,48.18,4.18,0,,,,,,,,,,,,,,,,,,,,,,,
머핀_블루베리 머핀,100g,439,,4,,,,27,,,,,,193,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,
머핀_블루베리 머핀,100g,408,,5.64,,,,28.93,,,,,,313,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,
머핀_생미쉘시트러스마들렌,100g,500,,5,,,,35,,,,,,450,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
머핀_쌀휘낭시에,100g,333,,6.67,,,,16.67,,,,,,217,,,,,,,,,,13.67,,,,,,,,,,,,,,,,,,,,,,,,
머핀_아이스콘 요구르트,100g,506,,11.24,3.37,,8.43,56.18,,,,,,56,,,,,,,,,0,24.72,0,,,,,,,,,,,,,,,,,,,,,,,
머핀_얼그레이 레몬 머핀,100g,378,,5.56,,,,17.78,,,,,,89,,,,,,,,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,
머핀_잉글리쉬 머핀,100g,236,,11.67,,,,2.5,,,,,,403,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,
머핀_잉글리쉬 머핀,100g,199,,9.29,,,,1.43,,,,,,550,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코 바나나 머핀,100g,356,,5.56,,,,22.22,,,,,,83,,,,,,,,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코 마들렌,100g,418,,6.5,24.9,,42,17.4,,,,,,210,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코 머핀,100g,423,,5,,,,24,,,,,,171,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코 머핀,100g,400,,7.86,,,,28.21,,,,,,290,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,
머핀_초코칩 머핀,100g,382,,6.36,18.18,,49.09,29.09,,,,,,406,,,,,,,,,32.73,4.18,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_솔티카라멜 뚱카롱,100g,439,,1.4,,,,22.3,,,,,,146,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_아몬드봉봉 마카롱,100g,559,,7.47,,,61.81,47.66,,,,,,66,,,,,,,,,0.69,14.78,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_얼그레이 마카롱,100g,440,,4.17,,,,27.08,,,,,,160,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_연유 뚱카롱,100g,469,,6,,,,32,,,,,,38,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_오레오 뚱카롱,100g,486,,7,,,,29,,,,,,44,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_오레오 마카롱,100g,417,,4.76,,,,26.19,,,,,,202,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_오렌지얼그레이 마카롱,100g,427,,7,,,54,42,,,,,,48,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_요거트 마카롱,100g,447,,6.67,,,56.33,41.33,,,,,,61,,,,,,,,,,10.67,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_우유 마카롱,100g,538,,9.84,,,60.56,43.44,,,,,,102,,,,,,,,,0.75,13.28,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_월드콘 마카롱,100g,454,,4.17,,,,31.25,,,,,,167,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_인절미 뚱카롱,100g,439,,1.4,,,,22.3,,,,,,146,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코라떼 마카롱,100g,410,,4.17,,,,27.08,,,,,,148,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초콜릿 마카롱,100g,550,,7.69,,,62.38,45.66,,,,,,74,,,,,,,,,0.56,11.38,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_치즈케이크 마카롱,100g,450,,7,,,45,27.67,,,,,,179,,,,,,,,,,10.67,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠키앤크림 마카롱,100g,435,,6.25,,,,25,,,,,,185,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠키앤크림 마카롱,100g,550,,7.47,,,62.53,49.91,,,,,,120,,,,,,,,,0.75,13.44,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_크림브륄레 마카롱,100g,493,,7,,,48,43,,,,,,49,,,,,,,,,,15.33,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_토피넛크런치 마카롱,100g,435,,4.17,,,,31.25,,,,,,177,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_핑크딸기 마카롱,100g,427,,4.17,,,,29.17,,,,,,163,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_피치오레오 마카롱,100g,332,,2.63,,,,34.21,,,,,,39,,,,,,,,,,10.79,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_핑쿠핑쿠 마카롱,100g,500,,3.23,,,,35.48,,,,,,145,,,,,,,,,,22.58,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_핑크솔티드 카라멜 마카롱,100g,375,,4.17,,,,41.67,,,,,,146,,,,,,,,,,5.83,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_허니레몬 마카롱,100g,470,,4.85,,,,40,,,,,,59,,,,,,,,,,18.18,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_호박고구마 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_누텔라 뚱카롱,100g,528,,6,,,,39,,,,,,36,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
